Name	Time signature	Feel	Default tempo	Long name	Genre	Group	Other genres
SIMPORK4	4/4	ev16	125	Simple Orchestral 4/4	Classical	Country	Classical
SIMP_ROK	4/4	ev8	125	Country-Rock Style (Simple)	Blues	Pop	Country,Country Contemporary
SINATRA	4/4	sw8	140	Medium Tempo Swing Style	Jazz	Jazz	Jazz Swing
SIRUS	4/4	ev8	130	Sirus - Smooth Jazz	Jazz	Jazz	Smooth Jazz,New Age,Lite Pop,Smooth Jazz
SITARROK	4/4	ev8	155	Sitar Rock Fast - 60's Brit	Heavy Rock	Pop	World
SKA_1	4/4	ev8	125	Ska (Reggae)	Reggae	Pop	Ska
SKALITE1	4/4	ev8	130	SkaLite 1 - Jazz Flavored Ska Style	Latin	Pop	Reggae,Lite Pop,World,Ska
SKYBLAST	4/4	sw16	95	Skyblast - Smooth Jazz - Hip Hop	Funk	Jazz	Hip Hop,Jazz,Smooth Jazz,Jazz,Smooth Jazz,Hip Hop
SkyBlue	4/4	ev8	118	Sky Blue - LA Pop Jazz	Jazz	Jazz	Fusion,Lite Pop
SLACKR1	4/4	ev8	160	Slackr1 - Fast Ev.8 Ska Style	Reggae	Pop	Lite Pop,Ska
SlamRok1	4/4	ev16	80	Slam Rock 1 - Even 16ths Rock On	Heavy Rock	Pop	Heavy Rock
SlamRok2	4/4	ev8	150	Slam Rock 2 - Even 16ths Rock On	Heavy Rock	Pop	Heavy Rock
SLAWTERS	4/4	ev16	130	Slawters - Fast 2-Beat Southern Gospel	Country	Country	Gospel,Worship,Lite Pop,Gospel
Slick	4/4	ev16	120	Slick Disco-Funk Fusion	Funk	Jazz	Jazz,Fusion,Disco,Fusion,Jazz
SLOARPBL	12/8	sw8	65	Slow Arpeggio 12/8 Blues	Blues	Pop	Blues
SLOBLZ1	12/8	sw8	60	Slow Blues 1 - Chicago Blues LH - Piano	Blues	Jazz	Blues
SloHard+	4/4	ev16	85	Slow Hardness Urban Pop +	Hip Hop	Pop	Pop
SloPoke1	4/4	ev16	70	Slopoke1 - Slow Even 8ths Southern Rock	Country	Country	Country Ballad,Country Contemporary
slosw16b	4/4	sw16	80	Slow Swing 16 Pop	Pop	Pop	Pop
SlowFusn	4/4	ev16	80	Slow Ballad (Fusion)	Jazz	Jazz	Jazz Ballad,Fusion,Fusion,Ballad
SLOWHOP	4/4	sw16	85	Slow Hop - Smooth Jazz - Relaxed Groove	Hip Hop	Jazz	Jazz,Jazz Ballad,Fusion,Smooth Jazz,Jazz,Smooth Jazz
SlowLatn	4/4	ev8	105	SlowLatn - Slow Brazilian Bossa w/ Pushes	Latin	Jazz	Bossa
SlowPop2	4/4	ev16	75	Slow Pop 2 Style	Lite Pop	Pop	Pop
SLOWSOUL	4/4	ev16	65	Slow Soul - Smooth Jazz - Soulful	Jazz	Jazz	Jazz Ballad,Smooth Jazz,R&B,Smooth Jazz,Soul
SMASH_M	4/4	sw16	120	Smash M - Top 40 Medium-Fast Rock	Heavy Rock	Pop	Heavy Rock
Smiling	4/4	ev8	140	Smiling - 70s Rock - Ev.8 Feel	Lite Pop	Pop	Lite Pop
Smolder	4/4	ev16	100	Smolder - Chunky Ev.16 Rock	Funk	Pop	Heavy Rock
SMOOTH!~	4/4	ev8	90	Smooth - Straight 8 MOR-FM	Jazz	Jazz	Smooth Jazz
SMOOTHLY	4/4	ev16	95	Smoothly - Smooth Jazz - Pop Latin	Jazz	Jazz	Smooth Jazz,Latin,Smooth Jazz
SNOWLIT	4/4	sw16	100	Snowlit - Jazzy 4/4 Soft Funk	Funk	Jazz	Jazz,Smooth Jazz
SOCA1	4/4	sw16	100	Soca 1 - Caribbean Soul Calypso	Latin	Pop	Tropical,Soul
SoftRok	4/4	ev16	100	Soft Rock - Ev.16 Quiet Rock	Funk	Pop	Lite Pop
SOFTSWNG	4/4	sw8	150	Soft Swing - Jazz Swing Trio w/ Brushes	Jazz	Jazz	Jazz Swing
Songo3	4/4	ev8	170	Songo 3 - Cuban Latin Songo	Latin	Jazz	Latin
Songo4	4/4	ev8	210	Songo 4 - Fast Modern Cuban Salsa	Latin	Jazz	Salsa
SonMed	4/4	ev8	140	Son Medium - Classic Cuban	Latin	Jazz	Salsa
SonMn23	4/4	ev8	165	Son-Montuno 2-3 Clave Pattern	Latin	Jazz	Salsa
SonMn32	4/4	ev8	170	Son Montuno w/ 3-2 Clave Pattern	Latin	Jazz	Salsa
SonSlow	4/4	ev8	125	Son Slow - Classic Cuban Salsa	Latin	Jazz	Salsa
SOSASS	4/4	ev8	125	SoSass - Smooth Jazz	Funk	Jazz	Jazz,Fusion,Smooth Jazz,Jazz,Smooth Jazz
SOUL_1	4/4	sw8	135	Soul 1	Funk	Pop	Hip Hop,R&B,Modern Pop,Soul,Hip Hop
SOUL_2	4/4	ev16	120	Soul 2	R&B	Pop	Modern Pop,Lite Pop,Soul
SOULGRV1	4/4	ev16	75	Soul Groove 1 - Slow Pop Groove	R&B	Pop	Soul
SOULGRV2	4/4	ev16	80	Soul Groove 2 - Soulful Slow Groove	R&B	Pop	Soul
Space1	4/4	ev16	65	Space1 - Spacious Soundtrack Style	Lite Pop	Pop	New Age
Sparkle	4/4	ev8	130	Sparkle - 80s Rock & Roll	Heavy Rock	Pop	Heavy Rock
Spice_M	4/4	ev16	100	Spice_M Euro-Tek	Modern Pop	Pop	Pop,World
Spice_W	4/4	ev16	110	Spice_W Euro-Tek	Modern Pop	Pop	Pop,World
SPIRIT	4/4	sw8	175	Spirit - Praise & Worship Style	Blues	Pop	Worship,Lite Pop,Worship,Lite Pop
Spoonfl2	4/4	ev16	105	Spoonfl2 - 70s Ev.16 Summer Rock	Lite Pop	Pop	Lite Pop
Spring	4/4	ev8	135	Spring - Gentle New Age Piano	Lite Pop	Pop	New Age
ST8FOKRK	4/4	ev8	137	Straight 8ths Folk Rock - 60's Brit	Folk	Pop	Folk
STARLIT	4/4	sw16	100	Starlit - Smooth Jazz	Funk	Jazz	Jazz,Fusion,Smooth Jazz,Jazz,Smooth Jazz
Startup	4/4	ev8	115	Startup - Classic 80s Ev.8 Rock	Lite Pop	Pop	Lite Pop
STATLERS	4/4	sw8	195	Statlers - Mid-Uptempo Southern Gospel Swing	Country	Country	Gospel,Worship,Lite Pop,Gospel
STEELES	4/4	ev8	165	Steeles - Mid-Uptempo Southern Gospel Rock	Country	Country	Gospel,Worship,Lite Pop,Gospel
ST_ELMO	4/4	ev16	110	St. Elmo Style	Lite Pop	Pop	Lite Pop
STEVIEW4	4/4	sw16	200	StevieW4 - Hip Hip Rock Style	Hip Hop	Pop	Modern Pop
STONESHF	4/4	sw8	125	StoneShf Blues ala Stones	Blues	Pop	Gospel
Stranger	4/4	sw16	95	Stranger - Swing 16ths Country	Country	Country	Bluegrass
Straycts	4/4	ev8	165	Straycts - Fast Ev.8 60s Rock	Pop	Pop	Pop
STROLLIN	4/4	sw8	110	Strollin - Slow Swing Style	Jazz	Jazz	Jazz Ballad,Jazz Swing
SugarMag	4/4	ev16	85	Sugar Mag - Funky Bluegrass Style	Country	Country	Bluegrass,Funk
SumerMan	4/4	sw8	150	SumerMan - 60s Bouncy Pop Swing	Blues	Jazz	Pop
SUMMER	4/4	sw8	95	Summer - Medium-Slow Pop-Jazz Swing	Jazz	Jazz	Jazz Ballad,Jazz Swing
SumrMood	4/4	ev16	80	SumrMood - Slow 16ths Pop Groove	Lite Pop	Pop	Pop
Sunarise	4/4	ev8	110	Sunarise - Easy Ev.8 Pop Guitars	Lite Pop	Pop	Lite Pop
SunStrip	4/4	sw8	120	Sunset Strip - LA Pop Jazz	Jazz	Jazz	Fusion,Pop
SUPREMES	4/4	sw8	140	Supremes Style	Lite Pop	Pop	Pop
SURFIN2	4/4	ev8	165	Surfin 2 - 60s Beach Style	Lite Pop	Pop	Pop,Surf
Surfin_3	4/4	sw8	120	Surfin_3 - 60s Medium Shuffle Beach Rock	Lite Pop	Pop	Pop,Surf
SURFTIDE	4/4	ev8	155	Surfin Tide - 60s Rock Style	Lite Pop	Pop	Surf
Sw40Bnd	4/4	sw8	220	40s Big Band Swing 8ths w/ Brass	Jazz	Jazz	Big Band,Jazz Swing
Sw44Held	4/4	sw8	150	Sw44Held - Swing 8ths w/ Sustained Instruments	Jazz	Jazz	Bebop,Jazz Swing
SwampRok	4/4	sw16	100	Swamp Rock - Unplugged	Blues	Pop	Heavy Rock,Lite Pop
SWAY	4/4	ev16	90	Sway - Smooth Jazz - Latin Pop	Jazz	Jazz	Smooth Jazz,Latin,Smooth Jazz
SWBALLAD	4/4	sw8	85	Soul Ballad	Country	Country	Country Ballad,Country Classic,R&B,Lite Pop,Soul
SWEET	4/4	sw16	92	Sweet - Smooth Jazz - Funk	Funk	Jazz	Hip Hop,Jazz,Fusion,Smooth Jazz,Jazz,Smooth Jazz,Hip Hop
SWINGBAL	4/4	sw8	145	SwingBal Pop Ballad	Ballad	Jazz	Pop
SYMPH12	4/4	ev8	140	SYMPH12.STY	Country	Country	Country
TABLA_1	4/4	ev16	100	Tabla_1 - World Styles - Far-Eastern	World	Country	World
TAILGATE	4/4	sw8	105	Tailgate - Smooth Jazz - Shuffle	Jazz	Jazz	Smooth Jazz,Smooth Jazz
TAJMALL	4/4	ev8	145	TajMall Straight 8th Blues	Blues	Pop	Latin
TAKFAR	4/4	ev16	260	Takfar - World Styles - Algerian	World	Country	World
TANGO	4/4	ev8	110	Tango	Latin	Jazz	Tango
Tango7	4/4	ev8	125	Tango7 - Tango Dance Style	Latin	Jazz	Tango
TangoNew	4/4	ev8	115	TangoNew - Ev.8 Latin Tango	Latin	Jazz	Tango
TANGOPIA	4/4	ev16	105	TangoPia - Argentinean Tango	Latin	Jazz	Tango
TANTUKER	4/4	sw8	140	Shuffle Country-Rock Style	Blues	Country	Country,Country Classic
TBONE	4/4	sw8	130	TBone - Jazz Swing 8ths Blues	Blues	Pop	Jazz,Jazz Swing,Jazz
TekAmbi	4/4	sw16	94	Ambiention - Electronic	Modern Pop	Pop	Modern Pop
Tek_Arp	4/4	ev16	130	Tek_Arp Euro-Tek - Electronic	Modern Pop	Pop	Modern Pop
TekBeat	4/4	ev8	145	Beatmatched - Electronic	Modern Pop	Pop	Modern Pop
TekBohn	4/4	ev16	120	Bohnhammer - Electronic	Modern Pop	Pop	Modern Pop
TekCraf	4/4	ev8	115	Crafteknologikal - Electronic	Modern Pop	Pop	Modern Pop
TekDance	4/4	ev16	125	Danceparty - Electronic	Modern Pop	Pop	Modern Pop
TekElec	4/4	ev16	155	Electroclash - Electronic	Modern Pop	Pop	Modern Pop
Tek_Fast	4/4	ev8	160	Tek_Fast Euro-Tek - Electronic	Modern Pop	Pop	Modern Pop
TekGrime	4/4	ev16	130	GrimeUK - Electronic	Modern Pop	Pop	Modern Pop
TekHarp	4/4	ev16	160	Harpsong - Electronic	Modern Pop	Pop	Modern Pop
TekIDM	4/4	ev16	155	Intellidance - Electronic	Modern Pop	Pop	Modern Pop
TekIndy	4/4	ev16	95	Independent - Electronic	Modern Pop	Pop	Modern Pop
TekJungl	4/4	ev16	125	Junglebass - Electronic	Modern Pop	Pop	Modern Pop
TekLcd	4/4	sw16	112	LCDSound - Electronic	Modern Pop	Pop	Modern Pop
TekQuik	4/4	ev16	140	Quikness - Electronic	Modern Pop	Pop	Modern Pop
TekRadio	4/4	ev8	110	Radioplay - Electronic	Modern Pop	Pop	Modern Pop
TekRave	4/4	ev16	122	Ravenation - Electronic	Modern Pop	Pop	Modern Pop
TekRegae	4/4	ev16	95	TekRegae Euro-Tek - Electronic	Reggae	Pop	Modern Pop
TekSamb	4/4	ev16	125	Sambasonic - Electronic	Modern Pop	Pop	Disco,Latin,Samba
TekSil	4/4	ev16	115	Soundofsilver - Electronic	Modern Pop	Pop	Modern Pop
TekSlim	4/4	sw16	95	Slimcut - Electronic	Modern Pop	Pop	Modern Pop
TekSlow	4/4	ev16	95	Slowandlow - Electronic	Modern Pop	Pop	Modern Pop
TekWild	4/4	sw16	115	Wildnout - Electronic	Modern Pop	Pop	Modern Pop
Temptns2	4/4	ev8	105	Temptns2 - 60s Ev.8 Med-Slow Groove	R&B	Pop	Lite Pop
Tender	4/4	ev16	85	Tender - Ev.16 Slow Brit 80s Rock	Lite Pop	Pop	New Age,Ballad
TennRok1	4/4	ev8	160	TennRok1 - Southern Country - 2 Step	Country	Country	Country Classic
TennRok2	4/4	ev8	140	TennRok2 - Slammin' Southern Rock Style	Country	Country	Country Contemporary
Tex2Step	4/4	ev8	160	Tex2Step - Texas 2-Step Country	Country	Country	Country Classic,Texas Blues,Blues
TEXASBL	12/8	sw8	55	Texas Blues - 12/8 Slow Blues	Blues	Pop	Texas Blues
TFF_Rok1	4/4	ev16	95	TFF_Rok1 - Ev.16 80s Brit Rock	Lite Pop	Pop	Pop
THEMBA	4/4	ev16	105	Themba - Contemporary African	Latin	Jazz	World,African
THRDWRLD	4/4	ev8	120	ThrdWrld - UK Reggae Rock	Reggae	Pop	Pop
TIJUANA	4/4	sw8	180	Tijuana - Pop Swing	Jazz	Jazz	Latin,Lite Pop
Timba	4/4	ev8	200	Timba - Modern Cuban Salsa	Latin	Jazz	Salsa
TJoad	4/4	ev8	80	TJoad - Ev.16 Folk Guitar Strum	Folk	Country	Folk
TngoShak	4/4	ev8	120	TangoShak - Tradition & Pop Tango Mix	Latin	Jazz	Tango
TngoSoft	4/4	ev8	125	TangoSoft - Soft Tango Dance	Latin	Jazz	Tango
TOASTR1	4/4	ev8	130	Toastr1 - Uptempo Ska Style	Lite Pop	Pop	Ska
TOASTY	4/4	ev8	125	Toasty - Smooth Jazz	Funk	Jazz	Jazz,Fusion,Smooth Jazz,Jazz,Smooth Jazz
Top40HH	4/4	ev16	100	Top 40 Hip Hop - Swing 16ths Hip Hop	Hip Hop	Pop	Hip Hop
TRACYCH1	4/4	ev16	120	TracyCh1 - 16ths Folk Pop Rock	Folk	Pop	Lite Pop
TradDixi	4/4	sw8	200	Traditional Dixieland Style - Fast Tempo	Jazz	Jazz	Dixieland
Train+	4/4	ev16	80	Ballad Crossover w/ Rock Feel+	Country	Country	Country Ballad,Country Contemporary,Ballad
TransX	4/4	ev8	135	TransX Euro-Tek	Modern Pop	Pop	Modern Pop
TRAVEL!	4/4	sw8	200	Travel - Fast 2-Beat Folk/Pop/Country	Folk	Country	Folk
TRIPHOP1	4/4	ev16	135	Trip Hop 1 - Even 16ths Rock	Hip Hop	Pop	Hip Hop
TRIPHOP2	4/4	ev16	125	Trip Hop 2 - Contemporary Dance Groove	Hip Hop	Pop	Modern Pop
Tropics1	4/4	sw8	115	Tropics1 - Carribean-Reggae Soundtrack Style	Lite Pop	Pop	New Age,Reggae,Reggae,Tropical
Truckin	4/4	ev8	140	Truckin - Jamaican Flavored Rock	Latin	Pop	Lite Pop
TScott	4/4	sw16	80	Tscott (Fusion)	Jazz	Jazz	Fusion,Fusion
Turning	4/4	ev8	117	Turning - Heavy Ev.8, 70s Rock	Heavy Rock	Pop	Heavy Rock
TuxRok1	4/4	ev8	110	TuxRok1 - Medium Ev.8 80s Brit Rock	Heavy Rock	Pop	Heavy Rock
TWIST	4/4	ev8	160	Twist Style	Lite Pop	Pop	Pop
TWO_BEAT	4/4	sw8	245	Two-Beat 30's and 40's Style	Jazz	Jazz	Jazz Swing
Tzena1	4/4	sw8	250	Tzena - Klezmer Fast 2-Beat	World	Pop	Klezmer
UKBIGROK	4/4	ev8	130	UK Big Rock - Piano Driven Rock	Heavy Rock	Pop	Pop
UKBLUE	4/4	ev8	115	UK Blue - Mellow at A, Rock at B	Lite Pop	Pop	Pop
UKCRUNCH	4/4	ev8	130	UK Crunch - Loud and Brazen Rock	Heavy Rock	Pop	Pop
UKGROOVE	4/4	ev8	125	UK Groove - Upbeat Pop Rock	Modern Pop	Pop	Pop
UKPOP66	4/4	sw8	120	UK Pop 66 - Bright Shuffle Rock Pop	Lite Pop	Pop	Pop
UKPWRBAL	4/4	ev16	80	UK Power Ballad - Loose Slow Rock	Ballad	Pop	Power Ballad,Pop,Power Ballad
UKPWRPOP	4/4	ev8	120	UK Power Pop - Loud Intense Rock	Lite Pop	Pop	Medium Rock,Pop
UKREGGAE	4/4	ev8	135	UK Reggae - 80's UK Pop/Reggae	Reggae	Pop	Pop
UKSWAY	4/4	ev16	95	UK Sway - 90's Bright Ambient Pop	Lite Pop	Pop	Pop
UltraVx1	4/4	ev8	125	UltraVx1 - Even 8ths 80s Synth Rock	Lite Pop	Pop	Pop
Uplift+	4/4	ev16	105	Uplift - Urban Pop +	Hip Hop	Pop	Pop
Uplift1	4/4	ev16	120	Uplift1 - Motivational Soundtrack Music Style	Lite Pop	Pop	New Age
Uplift2	4/4	ev8	140	Uplift2 - High Energy Soundtrack Style	Blues	Pop	New Age,Lite Pop,Worship,Lite Pop,R&B,R&B
Urban1	4/4	ev16	115	Urban 1 Funk Rock	Funk	Pop	Funk
Urban2	4/4	ev16	85	Urban 2 Funk Rock	Funk	Pop	Jazz,Fusion
UrbFolk+	4/4	ev16	100	Urban Folk - Urban Pop+	Hip Hop	Pop	Pop,Folk
USHR1	4/4	ev16	110	USHR 1 - Loud Hip Hop 16th Dance	Hip Hop	Pop	R&B,R&B
USHR2	4/4	ev16	60	USHR 2 - 16ths Soul- Ballad Style	Hip Hop	Pop	R&B,Soul
VanGel1	4/4	ev16	70	VanGel1 - MOR Pop w/ Ev.16th Feel	Lite Pop	Pop	New Age,Pop
VanNuys	4/4	sw8	128	VanNuys - LA Pop Jazz	Blues	Pop	Jazz,Fusion
Velvet	4/4	ev8	150	Velvet - Classic Ev.8, 80s Rock	Heavy Rock	Pop	Heavy Rock
VENTURE1	4/4	ev8	100	Venture 1 - Late 60s Rock & Roll	Pop	Pop	Pop
Visions1	4/4	ev16	65	Visions1 - Dreamy New Age	Lite Pop	Pop	New Age
Visions2	4/4	ev16	125	Visions2 - Inspirational New Age	Lite Pop	Pop	New Age
Weasel	4/4	sw8	110	Weasel - World Styles - England	Classical	Pop	Folk,World
Weeds	4/4	sw8	85	Weeds - Easy Cowboy Swing	Country	Country	Country Classic
WelkPlka	4/4	ev8	215	WelkPolka - Polka Dance Style	World	Pop	Polka
WesPop1	4/4	ev8	135	WesPop1 - Ev. 8ths MOR Pop-Rock	Jazz	Jazz	Fusion,Pop,Lite Pop
Wheelin	4/4	ev8	118	Wheelin' - LA Pop Jazz	Jazz	Jazz	Fusion,Pop
Whisper	4/4	ev16	80	Whisper - Slow Latin Choro	Latin	Pop	Latin
WILDWOOD	4/4	sw8	180	Wildwood - Mid-Uptempo Pop Swing 8ths	Country	Country	Country Classic,Folk,Pop,Lite Pop
WilliD	4/4	sw8	160	WilliD - 40's Boogie	Blues	Pop	Jazz,Jazz Swing,Jazz
WillieH1	4/4	sw16	105	WillieH - Swing 16ths Slow 70s Motown Funk	Funk	Pop	Funk
Wonderld	4/4	ev8	90	Wonderland - Acoustic Pop/Reggae	Reggae	Pop	Lite Pop
WOODSTK1	4/4	ev8	120	Woodstk 1 - 70s Even 8ths R&R	Heavy Rock	Pop	Heavy Rock
WORSHIP	4/4	ev16	85	Worship - Praise & Worship Style	Lite Pop	Pop	Worship,Pop,Ballad,Worship
WR_Fast	4/4	sw16	127	W-Report Fast Fusion	Funk	Jazz	Jazz,Fusion,Fusion,Jazz
WR_HHop	4/4	sw16	100	W-Report Hip Hop Fusion	Funk	Jazz	Hip Hop,Jazz,Fusion,Fusion,Jazz,Hip Hop
WrldRok1	4/4	ev16	115	World Beat 1 Ska/Reggae	Reggae	Pop	World,Ska
WrldRok2	4/4	ev16	115	World Beat 2 - South African Dance	World	Pop	African
WR_Slow	4/4	sw16	75	W-Report Slow Fusion	Funk	Jazz	Jazz,Jazz Ballad,Fusion,Fusion,Jazz
WryCoder	4/4	sw16	90	Wry Coder - Unplugged	Blues	Country	Country,Country Classic,Folk
YEARN	4/4	sw16	75	Yearn - Mellow Smooth Jazz	Jazz	Jazz	Jazz Ballad,Smooth Jazz,Smooth Jazz
YelowJak	4/4	ev16	120	Yellow Jak Fusion	Jazz	Jazz	Fusion,Fusion
YESTRDAY	4/4	ev16	105	Yesterday Style	Lite Pop	Pop	Pop
You97	4/4	ev16	110	You97 Euro-Tek	Modern Pop	Pop	Modern Pop
Z3BLUSHF	4/4	sw8	150	Blues Shuffle Style	Blues	Pop	Blues
Z3BOSSA	4/4	ev8	140	Bossa Nova - 3 Instruments	Latin	Jazz	Bossa
Z3ETHNIC	4/4	ev16	120	Ethnic Style	World	Country	World
Z4BOSSA	4/4	ev8	130	Bossa Nova - 4 Instruments	Latin	Jazz	Bossa
Z4COUN12	4/4	sw8	120	Country 12/8 Feel	Country	Country	Country Classic
Z4POPBAL	4/4	ev16	115	Pop Ballad Style - 4 Instruments	Country	Country	Country Contemporary,Pop,Lite Pop
Z5BOSSA	4/4	ev8	140	Bossa Nova 5 Instruments	Latin	Jazz	Bossa
Z5ETHNIC	4/4	ev16	160	Ethnic Style	World	Country	World
Zawinul	4/4	ev8	160	Zawinul (Fusion)	Jazz	Jazz	Fusion,Fusion
ZOPAS	4/4	sw16	110	Zopas - Smooth Jazz	Funk	Jazz	Jazz,Smooth Jazz,Jazz,Smooth Jazz
ZoukSlow	4/4	ev16	90	Zouk Slow - Slow Ev.16 Latin Zouk	Latin	Jazz	Latin
Zydeco1	4/4	ev8	180	Zydeco1 - Bright Even 8ths Cajun Style	Country	Country	Country Classic
ZYDECO3	4/4	ev8	115	Zydeco3 - Funky Medium Even 8ths	Country	Country	Country Contemporary,Lite Pop
ZZBLUSHF	4/4	sw8	125	Blues Shuffle Style	Blues	Pop	Blues
ZZBLUSTR	4/4	ev8	150	Blues Straight Style	Blues	Pop	Blues
ZZBOSSA	4/4	ev8	140	Bossa Nova Style	Latin	Jazz	Bossa
ZZBOUNCY	4/4	sw8	135	Bouncy Style	Country	Country	Country Contemporary,Jazz,Jazz Swing,Jazz,Pop
ZZCHACHA	4/4	ev8	125	Chacha Style	Latin	Jazz	Latin
ZZCONTRY	4/4	ev16	125	Country 4/4 Style	Country	Country	Country Classic
ZZCOUN12	4/4	sw8	120	Country 12/8 feel	Country	Country	Country Classic
ZZETHNIC	4/4	ev16	125	Ethnic Style	World	Country	World
ZZFUNK	4/4	ev16	120	Funk Style	Funk	Pop	Funk
ZZHEVROK	4/4	ev8	120	Heavy Rock Style	Heavy Rock	Pop	Heavy Rock
ZZIRISH	4/4	sw8	120	Irish Style	World	Country	World
ZzJazOld	4/4	sw8	130	Original Jazz Swing Style	Jazz	Jazz	Jazz Swing
ZZJAZZ	4/4	sw8	140	Jazz Swing Style	Country	Country	Jazz,Jazz Swing,Jazz
ZZJAZZ2	4/4	sw8	85	ZZJAZZ2.STY	Jazz	Jazz	Jazz
ZZJAZZSW	4/4	sw8	130	Jazz Swing Variation	Jazz	Jazz	Jazz Swing
ZZLITROK	4/4	ev8	110	Light Rock Style	Country	Country	Pop,Lite Pop
ZZMEDROK	4/4	ev8	145	Medium Rock	Heavy Rock	Pop	Pop,Lite Pop
ZZMIAMIP	4/4	ev16	120	Miami Sound Machine	Latin	Pop	Pop,Lite Pop
ZZMILLYP	4/4	ev16	90	Milly Pop	Lite Pop	Pop	Pop
ZZOLCTRY	4/4	sw8	130	Old Country 12/8 feel	Country	Country	Country Classic,Folk
ZZPBAL12	12/8	sw8	100	Pop Ballad 12/8	Country	Country	Country Ballad,Country Classic,Country Contemporary,Pop,Lite Pop
ZZPOPBAL	4/4	ev16	100	Pop Ballad Style	Country	Country	Country Ballad,Country Classic,Country Contemporary,Jazz,Jazz Ballad,Pop,Lite Pop
ZZREGGAE	4/4	ev16	115	Reggae	Reggae	Pop	Reggae
ZZRHUMBA	4/4	ev8	130	Rhumba Style	Latin	Jazz	Latin
ZZSHFROK	4/4	sw8	120	Shuffle Rock	Blues	Pop	Blues
